tag,gen,idx,maxIter,fpsErr,gpuTimeMs,boundary,density,rank
FRONT,20,6,64,13676.3,0.0728,0,0,0
FRONT,20,7,64,13736.9,0.07248,0,0,0
FRONT,20,8,498,2085.55,0.46608,42495,0.0682271,0
FRONT,20,9,92,9972.1,0.09968,0,0,0
FRONT,20,10,2087,575.679,1.57312,49000,0.030126,0
FRONT,20,11,2036,471.101,1.88288,49053,0.0315691,0
FRONT,20,12,368,2810.92,0.34832,29447,0.046496,0
FRONT,20,14,374,2712.85,0.36064,30168,0.048337,0
FRONT,20,15,323,3164.97,0.31008,22963,0.0363098,0
FRONT,20,16,285,3563.19,0.276,17810,0.0262866,0
FRONT,20,17,3991,484.188,1.8376,46881,0.00875083,0
FRONT,20,18,1055,1038.03,0.91072,50504,0.0719254,0
FRONT,20,19,205,4740.31,0.20832,7599,0.00535988,0
FRONT,20,20,232,4310.63,0.2288,10623,0.0120768,0
FRONT,20,21,64,13646.1,0.07296,0,0,0
FRONT,20,22,2057,581.157,1.55968,48391,0.030767,0
FRONT,20,23,312,3287.62,0.29872,21590,0.035005,0
FRONT,20,24,64,13953.5,0.07136,0,0,0
FRONT,20,25,1876,601.096,1.51264,48581,0.035346,0
FRONT,20,26,1012,825.52,1.12928,50281,0.073686,0
FRONT,20,27,471,2176.14,0.4472,40159,0.068327,0
FRONT,20,28,1088,994.318,0.94848,50169,0.0699019,0
FRONT,20,29,1085,919.624,1.0208,50171,0.0700708,0
FRONT,20,30,64,11754.7,0.08464,0,0,0
FRONT,20,31,226,4250.34,0.232,10051,0.0108659,0
EVAL,21,0,1079,939.52,1.00048,50146,0.0703654,-1
EVAL,21,1,239,4087.31,0.24112,11847,0.0145198,-1
EVAL,21,2,1118,766.501,1.20992,50118,0.0683735,-1
EVAL,21,3,1132,905.102,1.03616,50190,0.0682475,-1
EVAL,21,4,203,4807.6,0.20544,7415,0.0051525,-1
EVAL,21,5,64,13828.9,0.072,0,0,-1
EVAL,21,6,398,2544.17,0.384,32597,0.0553795,-1
EVAL,21,7,64,13767.4,0.07232,0,0,-1
EVAL,21,8,137,7207.44,0.1376,0,0,-1
EVAL,21,9,355,2327.32,0.41888,27311,0.0454951,-1
EVAL,21,10,1007,1038.03,0.91072,50558,0.0748575,-1
EVAL,21,11,285,3542.31,0.2776,18023,0.0271591,-1
EVAL,21,12,4002,467.159,1.89696,46933,0.00873552,-1
EVAL,21,13,376,2207.78,0.44096,29934,0.050609,-1
EVAL,21,14,1012,1005.1,0.93888,50556,0.074614,-1
EVAL,21,15,64,13767.4,0.07232,0,0,-1
EVAL,21,16,268,3807.57,0.25856,15467,0.0223767,-1
EVAL,21,17,1004,924.562,1.01568,50567,0.0750456,-1
EVAL,21,18,227,4295.4,0.2296,10045,0.010798,-1
EVAL,21,19,427,2421.14,0.40304,35694,0.0611199,-1
EVAL,21,20,64,13798.1,0.07216,0,0,-1
EVAL,21,21,158,5753.95,0.172,381,1.58325e-05,-1
EVAL,21,22,354,2916.19,0.336,27249,0.0463601,-1
EVAL,21,23,336,2999.23,0.32688,24843,0.0419817,-1
EVAL,21,24,68,11386.9,0.08736,0,0,-1
EVAL,21,25,1036,982.188,0.95952,50057,0.0733457,-1
EVAL,21,26,2097,548.213,1.64416,47956,0.0296477,-1
EVAL,21,27,357,2848.33,0.34384,27612,0.0479922,-1
EVAL,21,28,3991,489.499,1.81984,46248,0.00890017,-1
EVAL,21,29,64,13859.8,0.07184,0,0,-1
EVAL,21,30,264,3809.97,0.2584,15286,0.0227765,-1
EVAL,21,31,222,4404.29,0.224,9726,0.0105507,-1
FRONT,21,0,1079,939.52,1.00048,50146,0.0703654,0
FRONT,21,1,239,4087.31,0.24112,11847,0.0145198,0
FRONT,21,2,1118,766.501,1.20992,50118,0.0683735,0
FRONT,21,3,1132,905.102,1.03616,50190,0.0682475,0
FRONT,21,4,203,4807.6,0.20544,7415,0.0051525,0
FRONT,21,5,64,13828.9,0.072,0,0,0
FRONT,21,6,398,2544.17,0.384,32597,0.0553795,0
FRONT,21,7,64,13767.4,0.07232,0,0,0
FRONT,21,8,137,7207.44,0.1376,0,0,0
FRONT,21,9,355,2327.32,0.41888,27311,0.0454951,0
FRONT,21,10,1007,1038.03,0.91072,50558,0.0748575,0
FRONT,21,11,285,3542.31,0.2776,18023,0.0271591,0
FRONT,21,12,4002,467.159,1.89696,46933,0.00873552,0
FRONT,21,13,376,2207.78,0.44096,29934,0.050609,0
FRONT,21,14,1012,1005.1,0.93888,50556,0.074614,0
FRONT,21,15,64,13767.4,0.07232,0,0,0
FRONT,21,16,268,3807.57,0.25856,15467,0.0223767,0
FRONT,21,17,1004,924.562,1.01568,50567,0.0750456,0
FRONT,21,18,227,4295.4,0.2296,10045,0.010798,0
FRONT,21,19,427,2421.14,0.40304,35694,0.0611199,0
FRONT,21,20,64,13798.1,0.07216,0,0,0
FRONT,21,21,158,5753.95,0.172,381,1.58325e-05,0
FRONT,21,22,354,2916.19,0.336,27249,0.0463601,0
FRONT,21,23,336,2999.23,0.32688,24843,0.0419817,0
FRONT,21,24,68,11386.9,0.08736,0,0,0
FRONT,21,25,1036,982.188,0.95952,50057,0.0733457,0
FRONT,21,26,2097,548.213,1.64416,47956,0.0296477,0
FRONT,21,27,357,2848.33,0.34384,27612,0.0479922,0
FRONT,21,28,3991,489.499,1.81984,46248,0.00890017,0
FRONT,21,29,64,13859.8,0.07184,0,0,0
FRONT,21,30,264,3809.97,0.2584,15286,0.0227765,0
FRONT,21,31,222,4404.29,0.224,9726,0.0105507,0
EVAL,22,0,427,1977.16,0.49088,35583,0.0635288,-1
EVAL,22,1,123,7646.54,0.12976,0,0,-1
EVAL,22,2,1011,1034,0.91408,49432,0.0747751,-1
EVAL,22,3,64,13646.1,0.07296,0,0,-1
EVAL,22,4,1108,936.175,1.00384,49139,0.0694044,-1
EVAL,22,5,3964,489.837,1.81872,45784,0.00872229,-1
EVAL,22,6,264,3779.07,0.26048,15468,0.0237283,-1
EVAL,22,7,900,1145.17,0.82976,49356,0.0806156,-1
EVAL,22,8,312,2755.32,0.3552,22176,0.038073,-1
EVAL,22,9,2011,583.269,1.55456,47399,0.0321606,-1
EVAL,22,10,64,12316.2,0.0808,0,0,-1
EVAL,22,11,64,12147,0.08192,0,0,-1
EVAL,22,12,2097,442.614,1.9896,47273,0.0299415,-1
EVAL,22,13,1170,884.109,1.0592,48964,0.0670266,-1
EVAL,22,14,4085,521.233,1.72048,45650,0.00839037,-1
EVAL,22,15,4096,488.246,1.824,45625,0.00834705,-1
EVAL,22,16,210,4632.19,0.21312,8617,0.00779995,-1
EVAL,22,17,3904,536.374,1.6768,45841,0.00920456,-1
EVAL,22,18,430,2347.55,0.41536,35843,0.0652354,-1
EVAL,22,19,2208,572.527,1.58096,47173,0.0273352,-1
EVAL,22,20,160,5515.38,0.17936,810,5.80546e-05,-1
EVAL,22,21,377,2757.85,0.35488,30149,0.0547643,-1
EVAL,22,22,64,13767.4,0.07232,0,0,-1
EVAL,22,23,427,2395.8,0.4072,35586,0.0647045,-1
EVAL,22,24,3918,468.944,1.89056,45793,0.00913656,-1
EVAL,22,25,357,2846.98,0.344,27867,0.0500382,-1
EVAL,22,26,258,3943.84,0.24976,14887,0.0220255,-1
EVAL,22,27,64,13616.1,0.07312,0,0,-1
EVAL,22,28,64,13767.4,0.07232,0,0,-1
EVAL,22,29,64,11913.2,0.08352,0,0,-1
EVAL,22,30,2004,588.34,1.5424,47425,0.0325753,-1
EVAL,22,31,1118,902.13,1.03936,49146,0.0700744,-1
FRONT,22,0,427,1977.16,0.49088,35583,0.0635288,0
FRONT,22,1,123,7646.54,0.12976,0,0,0
FRONT,22,2,1011,1034,0.91408,49432,0.0747751,0
FRONT,22,3,64,13646.1,0.07296,0,0,0
FRONT,22,4,1108,936.175,1.00384,49139,0.0694044,0
FRONT,22,5,3964,489.837,1.81872,45784,0.00872229,0
FRONT,22,6,264,3779.07,0.26048,15468,0.0237283,0
FRONT,22,7,900,1145.17,0.82976,49356,0.0806156,0
FRONT,22,8,312,2755.32,0.3552,22176,0.038073,0
FRONT,22,9,2011,583.269,1.55456,47399,0.0321606,0
FRONT,22,10,64,12316.2,0.0808,0,0,0
FRONT,22,11,64,12147,0.08192,0,0,0
FRONT,22,12,2097,442.614,1.9896,47273,0.0299415,0
FRONT,22,13,1170,884.109,1.0592,48964,0.0670266,0
FRONT,22,14,4085,521.233,1.72048,45650,0.00839037,0
FRONT,22,15,4096,488.246,1.824,45625,0.00834705,0
FRONT,22,16,210,4632.19,0.21312,8617,0.00779995,0
FRONT,22,17,3904,536.374,1.6768,45841,0.00920456,0
FRONT,22,18,430,2347.55,0.41536,35843,0.0652354,0
FRONT,22,19,2208,572.527,1.58096,47173,0.0273352,0
FRONT,22,20,160,5515.38,0.17936,810,5.80546e-05,0
FRONT,22,21,377,2757.85,0.35488,30149,0.0547643,0
FRONT,22,22,64,13767.4,0.07232,0,0,0
FRONT,22,23,427,2395.8,0.4072,35586,0.0647045,0
FRONT,22,24,3918,468.944,1.89056,45793,0.00913656,0
FRONT,22,25,357,2846.98,0.344,27867,0.0500382,0
FRONT,22,26,258,3943.84,0.24976,14887,0.0220255,0
FRONT,22,27,64,13616.1,0.07312,0,0,0
FRONT,22,28,64,13767.4,0.07232,0,0,0
FRONT,22,29,64,11913.2,0.08352,0,0,0
FRONT,22,30,2004,588.34,1.5424,47425,0.0325753,0
FRONT,22,31,1118,902.13,1.03936,49146,0.0700744,0
EVAL,23,0,64,13767.4,0.07232,0,0,-1
EVAL,23,1,64,12853.2,0.07744,0,0,-1
EVAL,23,2,3840,501.545,1.7808,45983,0.00949773,-1
EVAL,23,3,67,13556.6,0.07344,0,0,-1
EVAL,23,4,387,2643.29,0.36992,31311,0.0568656,-1
EVAL,23,5,427,2066.57,0.47024,35645,0.0646625,-1
EVAL,23,6,64,13646.1,0.07296,0,0,-1
EVAL,23,7,961,1076.16,0.88016,49399,0.0781162,-1
EVAL,23,8,350,3017.3,0.32496,26956,0.0479118,-1
EVAL,23,9,64,13736.9,0.07248,0,0,-1
EVAL,23,10,210,4744,0.20816,8494,0.00752696,-1
EVAL,23,11,64,13767.4,0.07232,0,0,-1
EVAL,23,12,2011,581.618,1.55856,47755,0.0326128,-1
EVAL,23,13,64,13736.9,0.07248,0,0,-1
EVAL,23,14,3999,492.755,1.80912,46235,0.0090205,-1
EVAL,23,15,158,6055.46,0.16352,373,1.37382e-05,-1
EVAL,23,16,999,1000.4,0.94304,49882,0.0763853,-1
EVAL,23,17,64,13616.1,0.07312,0,0,-1
EVAL,23,18,839,1036.11,0.91232,49841,0.0831037,-1
EVAL,23,19,328,3014.27,0.32528,23666,0.0408991,-1
EVAL,23,20,448,2271.22,0.42896,37533,0.0665395,-1
EVAL,23,21,3841,499.685,1.78672,46991,0.00983296,-1
EVAL,23,22,1011,1023.19,0.9232,50249,0.0760338,-1
EVAL,23,23,385,2633.97,0.3712,30608,0.0544517,-1
EVAL,23,24,858,1174.2,0.81024,50129,0.0833033,-1
EVAL,23,25,2033,576.845,1.57024,48589,0.0327096,-1
EVAL,23,26,336,3012.76,0.32544,24057,0.0423552,-1
EVAL,23,27,294,3505.32,0.28048,19065,0.0305913,-1
EVAL,23,28,120,7932.33,0.12512,0,0,-1
EVAL,23,29,1090,940.801,0.9992,50398,0.0729597,-1
EVAL,23,30,64,11471.4,0.08672,0,0,-1
EVAL,23,31,1940,575.227,1.57424,48812,0.0360464,-1
FRONT,23,0,64,13767.4,0.07232,0,0,0
FRONT,23,1,64,12853.2,0.07744,0,0,0
FRONT,23,2,3840,501.545,1.7808,45983,0.00949773,0
FRONT,23,3,67,13556.6,0.07344,0,0,0
FRONT,23,4,387,2643.29,0.36992,31311,0.0568656,0
FRONT,23,5,427,2066.57,0.47024,35645,0.0646625,0
FRONT,23,6,64,13646.1,0.07296,0,0,0
FRONT,23,7,961,1076.16,0.88016,49399,0.0781162,0
FRONT,23,8,350,3017.3,0.32496,26956,0.0479118,0
FRONT,23,9,64,13736.9,0.07248,0,0,0
FRONT,23,10,210,4744,0.20816,8494,0.00752696,0
FRONT,23,11,64,13767.4,0.07232,0,0,0
FRONT,23,12,2011,581.618,1.55856,47755,0.0326128,0
FRONT,23,13,64,13736.9,0.07248,0,0,0
FRONT,23,14,3999,492.755,1.80912,46235,0.0090205,0
FRONT,23,15,158,6055.46,0.16352,373,1.37382e-05,0
FRONT,23,16,999,1000.4,0.94304,49882,0.0763853,0
FRONT,23,17,64,13616.1,0.07312,0,0,0
FRONT,23,18,839,1036.11,0.91232,49841,0.0831037,0
FRONT,23,19,328,3014.27,0.32528,23666,0.0408991,0
FRONT,23,20,448,2271.22,0.42896,37533,0.0665395,0
FRONT,23,21,3841,499.685,1.78672,46991,0.00983296,0
FRONT,23,22,1011,1023.19,0.9232,50249,0.0760338,0
FRONT,23,23,385,2633.97,0.3712,30608,0.0544517,0
FRONT,23,24,858,1174.2,0.81024,50129,0.0833033,0
FRONT,23,25,2033,576.845,1.57024,48589,0.0327096,0
FRONT,23,26,336,3012.76,0.32544,24057,0.0423552,0
FRONT,23,27,294,3505.32,0.28048,19065,0.0305913,0
FRONT,23,28,120,7932.33,0.12512,0,0,0
FRONT,23,29,1090,940.801,0.9992,50398,0.0729597,0
FRONT,23,30,64,11471.4,0.08672,0,0,0
FRONT,23,31,1940,575.227,1.57424,48812,0.0360464,0
EVAL,24,0,228,4375.77,0.22544,10602,0.0111903,-1
EVAL,24,1,858,1206.98,0.78928,50229,0.0830588,-1
EVAL,24,2,145,6638.82,0.14928,0,0,-1
EVAL,24,3,1090,946.765,0.99328,50398,0.0729597,-1
EVAL,24,4,64,13646.1,0.07296,0,0,-1
EVAL,24,5,807,1039.96,0.90912,50037,0.0844251,-1
EVAL,24,6,3911,442.371,1.99056,47151,0.00976413,-1
EVAL,24,7,1037,992.898,0.94976,50391,0.0755967,-1
EVAL,24,8,1212,815.718,1.14192,50136,0.0665853,-1
EVAL,24,9,4045,387.997,2.23216,46948,0.00912111,-1
EVAL,24,10,844,1285.24,0.74336,50264,0.0834882,-1
EVAL,24,11,953,1057.27,0.89504,50519,0.0794725,-1
EVAL,24,12,64,13676.3,0.0728,0,0,-1
EVAL,24,13,3999,481.97,1.84512,46495,0.00902578,-1
EVAL,24,14,810,1242.35,0.76784,49760,0.0842914,-1
EVAL,24,15,3969,474.279,1.87168,46560,0.00917151,-1
EVAL,24,16,94,8014.94,0.12384,0,0,-1
EVAL,24,17,359,2875.65,0.34064,27369,0.0485864,-1
EVAL,24,18,1017,991.127,0.95136,50061,0.0762549,-1
EVAL,24,19,158,6049.48,0.16368,177,4.85353e-06,-1
EVAL,24,20,3957,488.246,1.824,46553,0.0092249,-1
EVAL,24,21,278,3662.45,0.26864,17959,0.0258991,-1
EVAL,24,22,427,2419.17,0.40336,35124,0.0637912,-1
EVAL,24,23,529,1942.56,0.49936,42490,0.0766686,-1
EVAL,24,24,356,2888.11,0.3392,28555,0.0481189,-1
EVAL,24,25,294,3437.48,0.28592,21140,0.0310039,-1
EVAL,24,26,815,1404.73,0.68272,43873,0.0762107,-1
EVAL,24,27,107,8817.84,0.11264,0,0,-1
EVAL,24,28,413,2242.87,0.43424,32522,0.061087,-1
EVAL,24,29,415,2613.22,0.37408,31840,0.0620844,-1
EVAL,24,30,3841,604.046,1.50592,39262,0.00788436,-1
EVAL,24,31,260,3998.44,0.2464,13572,0.0196476,-1
FRONT,24,0,228,4375.77,0.22544,10602,0.0111903,0
FRONT,24,1,858,1206.98,0.78928,50229,0.0830588,0
FRONT,24,2,145,6638.82,0.14928,0,0,0
FRONT,24,3,1090,946.765,0.99328,50398,0.0729597,0
FRONT,24,4,64,13646.1,0.07296,0,0,0
FRONT,24,5,807,1039.96,0.90912,50037,0.0844251,0
FRONT,24,6,3911,442.371,1.99056,47151,0.00976413,0
FRONT,24,7,1037,992.898,0.94976,50391,0.0755967,0
FRONT,24,8,1212,815.718,1.14192,50136,0.0665853,0
FRONT,24,9,4045,387.997,2.23216,46948,0.00912111,0
FRONT,24,10,844,1285.24,0.74336,50264,0.0834882,0
FRONT,24,11,953,1057.27,0.89504,50519,0.0794725,0
FRONT,24,12,64,13676.3,0.0728,0,0,0
FRONT,24,13,3999,481.97,1.84512,46495,0.00902578,0
FRONT,24,14,810,1242.35,0.76784,49760,0.0842914,0
FRONT,24,15,3969,474.279,1.87168,46560,0.00917151,0
FRONT,24,16,94,8014.94,0.12384,0,0,0
FRONT,24,17,359,2875.65,0.34064,27369,0.0485864,0
FRONT,24,18,1017,991.127,0.95136,50061,0.0762549,0
FRONT,24,19,158,6049.48,0.16368,177,4.85353e-06,0
FRONT,24,20,3957,488.246,1.824,46553,0.0092249,0
FRONT,24,21,278,3662.45,0.26864,17959,0.0258991,0
FRONT,24,22,427,2419.17,0.40336,35124,0.0637912,0
FRONT,24,23,529,1942.56,0.49936,42490,0.0766686,0
FRONT,24,24,356,2888.11,0.3392,28555,0.0481189,0
FRONT,24,25,294,3437.48,0.28592,21140,0.0310039,0
FRONT,24,26,815,1404.73,0.68272,43873,0.0762107,0
FRONT,24,27,107,8817.84,0.11264,0,0,0
FRONT,24,28,413,2242.87,0.43424,32522,0.061087,0
FRONT,24,29,415,2613.22,0.37408,31840,0.0620844,0
FRONT,24,30,3841,604.046,1.50592,39262,0.00788436,0
FRONT,24,31,260,3998.44,0.2464,13572,0.0196476,0
EVAL,25,0,231,4332.13,0.22768,8578,0.0101451,-1
EVAL,25,1,280,3786.15,0.26,16557,0.0233424,-1
EVAL,25,2,218,4607.66,0.21424,6335,0.00551117,-1
EVAL,25,3,3889,559.794,1.61344,43572,0.00776863,-1
EVAL,25,4,294,3519.61,0.27936,17884,0.0202648,-1
EVAL,25,5,189,5178.89,0.19088,1983,0.000239339,-1
EVAL,25,6,815,1293.4,0.73888,51796,0.0702796,-1
EVAL,25,7,479,2124.55,0.45776,44529,0.0506365,-1
EVAL,25,8,146,6596.02,0.15024,0,0,-1
EVAL,25,9,3870,405.896,2.1464,48178,0.00775132,-1
EVAL,25,10,810,1276.04,0.74848,52381,0.0666767,-1
EVAL,25,11,64,13767.4,0.07232,0,0,-1
EVAL,25,12,1188,895.804,1.04624,50640,0.0546927,-1
EVAL,25,13,228,4382.08,0.22512,2090,0.000295966,-1
EVAL,25,14,3882,525.042,1.70928,46262,0.00763199,-1
EVAL,25,15,64,14374.2,0.06928,0,0,-1
EVAL,25,16,182,5770.22,0.17152,0,0,-1
EVAL,25,17,823,1298.4,0.73616,52277,0.0643578,-1
EVAL,25,18,255,3910.78,0.25184,4078,0.00033159,-1
EVAL,25,19,1068,1005.83,0.93824,52662,0.0600061,-1
EVAL,25,20,84,11001.9,0.0904,0,0,-1
EVAL,25,21,230,4280.28,0.2304,0,0,-1
EVAL,25,22,294,3394.95,0.28944,11150,0.00357618,-1
EVAL,25,23,228,4446.13,0.22192,0,0,-1
EVAL,25,24,332,3034.06,0.3232,17744,0.0095075,-1
EVAL,25,25,335,2943.36,0.33296,18165,0.0100305,-1
EVAL,25,26,116,6152.72,0.16096,0,0,-1
EVAL,25,27,446,2301.16,0.42352,35591,0.031729,-1
EVAL,25,28,3892,513.605,1.74336,49021,0.00788078,-1
EVAL,25,29,942,1132.07,0.83888,52615,0.063438,-1
EVAL,25,30,229,4295.4,0.2296,0,0,-1
EVAL,25,31,144,6793.07,0.14592,0,0,-1
FRONT,25,0,231,4332.13,0.22768,8578,0.0101451,0
FRONT,25,1,280,3786.15,0.26,16557,0.0233424,0
FRONT,25,2,218,4607.66,0.21424,6335,0.00551117,0
FRONT,25,3,3889,559.794,1.61344,43572,0.00776863,0
FRONT,25,4,294,3519.61,0.27936,17884,0.0202648,0
FRONT,25,5,189,5178.89,0.19088,1983,0.000239339,0
FRONT,25,6,815,1293.4,0.73888,51796,0.0702796,0
FRONT,25,7,479,2124.55,0.45776,44529,0.0506365,0
FRONT,25,8,146,6596.02,0.15024,0,0,0
FRONT,25,9,3870,405.896,2.1464,48178,0.00775132,0
FRONT,25,10,810,1276.04,0.74848,52381,0.0666767,0
FRONT,25,11,64,13767.4,0.07232,0,0,0
FRONT,25,12,1188,895.804,1.04624,50640,0.0546927,0
FRONT,25,13,228,4382.08,0.22512,2090,0.000295966,0
FRONT,25,14,3882,525.042,1.70928,46262,0.00763199,0
FRONT,25,15,64,14374.2,0.06928,0,0,0
FRONT,25,16,182,5770.22,0.17152,0,0,0
FRONT,25,17,823,1298.4,0.73616,52277,0.0643578,0
FRONT,25,18,255,3910.78,0.25184,4078,0.00033159,0
FRONT,25,19,1068,1005.83,0.93824,52662,0.0600061,0
FRONT,25,20,84,11001.9,0.0904,0,0,0
FRONT,25,21,230,4280.28,0.2304,0,0,0
FRONT,25,22,294,3394.95,0.28944,11150,0.00357618,0
FRONT,25,23,228,4446.13,0.22192,0,0,0
FRONT,25,24,332,3034.06,0.3232,17744,0.0095075,0
FRONT,25,25,335,2943.36,0.33296,18165,0.0100305,0
FRONT,25,26,116,6152.72,0.16096,0,0,0
FRONT,25,27,446,2301.16,0.42352,35591,0.031729,0
FRONT,25,28,3892,513.605,1.74336,49021,0.00788078,0
FRONT,25,29,942,1132.07,0.83888,52615,0.063438,0
FRONT,25,30,229,4295.4,0.2296,0,0,0
FRONT,25,31,144,6793.07,0.14592,0,0,0
EVAL,26,0,3816,541.251,1.6632,49163,0.00818613,-1
EVAL,26,1,1256,840.447,1.11056,52311,0.0528754,-1
EVAL,26,2,1124,918.244,1.02224,52537,0.0580236,-1
EVAL,26,3,1146,935.223,1.0048,52446,0.0571836,-1
EVAL,26,4,3786,564.126,1.60224,49135,0.00831111,-1
EVAL,26,5,364,2829.51,0.34608,23334,0.0155446,-1
EVAL,26,6,4001,506.739,1.76448,48957,0.00744859,-1
EVAL,26,7,1068,1007.46,0.9368,52662,0.0600061,-1
EVAL,26,8,64,14474.9,0.0688,0,0,-1
EVAL,26,9,446,2361.54,0.41296,35591,0.031729,-1
EVAL,26,10,808,1303.44,0.73344,52204,0.0642245,-1
EVAL,26,11,929,838.634,1.1128,52694,0.0636974,-1
EVAL,26,12,144,5490.62,0.18016,0,0,-1
EVAL,26,13,301,3336.74,0.2944,12312,0.00451366,-1
EVAL,26,14,176,5611.51,0.17632,0,0,-1
EVAL,26,15,187,4667.69,0.21152,0,0,-1
EVAL,26,16,218,3394.95,0.28944,0,0,-1
EVAL,26,17,3775,420.4,2.0816,49150,0.00835888,-1
EVAL,26,18,1095,768.583,1.20688,52613,0.059088,-1
EVAL,26,19,947,1097.41,0.864,52753,0.0633502,-1
EVAL,26,20,217,3875.77,0.25408,0,0,-1
EVAL,26,21,762,1073.27,0.8824,51846,0.0634886,-1
EVAL,26,22,3889,497.637,1.79328,49044,0.00789129,-1
EVAL,26,23,64,10790.7,0.09216,0,0,-1
EVAL,26,24,311,2676.43,0.36544,13790,0.00598558,-1
EVAL,26,25,446,2282.58,0.42688,35591,0.031729,-1
EVAL,26,26,230,4313.69,0.22864,0,0,-1
EVAL,26,27,815,1009.29,0.9352,52174,0.0642782,-1
EVAL,26,28,223,3493.16,0.28144,0,0,-1
EVAL,26,29,209,4129.01,0.23872,0,0,-1
EVAL,26,30,82,9892.23,0.10048,0,0,-1
EVAL,26,31,442,2336.47,0.41728,35140,0.0309921,-1
FRONT,26,0,3816,541.251,1.6632,49163,0.00818613,0
FRONT,26,1,1256,840.447,1.11056,52311,0.0528754,0
FRONT,26,2,1124,918.244,1.02224,52537,0.0580236,0
FRONT,26,3,1146,935.223,1.0048,52446,0.0571836,0
FRONT,26,4,3786,564.126,1.60224,49135,0.00831111,0
FRONT,26,5,364,2829.51,0.34608,23334,0.0155446,0
FRONT,26,6,4001,506.739,1.76448,48957,0.00744859,0
FRONT,26,7,1068,1007.46,0.9368,52662,0.0600061,0
FRONT,26,8,64,14474.9,0.0688,0,0,0
FRONT,26,9,446,2361.54,0.41296,35591,0.031729,0
FRONT,26,10,808,1303.44,0.73344,52204,0.0642245,0
FRONT,26,11,929,838.634,1.1128,52694,0.0636974,0
FRONT,26,12,144,5490.62,0.18016,0,0,0
FRONT,26,13,301,3336.74,0.2944,12312,0.00451366,0
FRONT,26,14,176,5611.51,0.17632,0,0,0
FRONT,26,15,187,4667.69,0.21152,0,0,0
FRONT,26,16,218,3394.95,0.28944,0,0,0
FRONT,26,17,3775,420.4,2.0816,49150,0.00835888,0
FRONT,26,18,1095,768.583,1.20688,52613,0.059088,0
FRONT,26,19,947,1097.41,0.864,52753,0.0633502,0
FRONT,26,20,217,3875.77,0.25408,0,0,0
FRONT,26,21,762,1073.27,0.8824,51846,0.0634886,0
FRONT,26,22,3889,497.637,1.79328,49044,0.00789129,0
FRONT,26,23,64,10790.7,0.09216,0,0,0
FRONT,26,24,311,2676.43,0.36544,13790,0.00598558,0
FRONT,26,25,446,2282.58,0.42688,35591,0.031729,0
FRONT,26,26,230,4313.69,0.22864,0,0,0
FRONT,26,27,815,1009.29,0.9352,52174,0.0642782,0
FRONT,26,28,223,3493.16,0.28144,0,0,0
FRONT,26,29,209,4129.01,0.23872,0,0,0
FRONT,26,30,82,9892.23,0.10048,0,0,0
FRONT,26,31,442,2336.47,0.41728,35140,0.0309921,0
EVAL,27,0,229,4417.08,0.22336,0,0,-1
EVAL,27,1,1267,793.825,1.1712,52343,0.0524615,-1
EVAL,27,2,808,1342.6,0.71296,52204,0.0642245,-1
EVAL,27,3,1019,1023.94,0.92256,52661,0.0614784,-1
EVAL,27,4,146,7107.43,0.13952,0,0,-1
EVAL,27,5,1090,713.706,1.29248,52531,0.0592405,-1
EVAL,27,6,82,11710.2,0.08496,0,0,-1
EVAL,27,7,142,6838.45,0.14496,0,0,-1
EVAL,27,8,446,2282.58,0.42688,35591,0.031729,-1
EVAL,27,9,144,6667.66,0.14864,0,0,-1
EVAL,27,10,3779,444.317,1.98288,49157,0.00834348,-1
EVAL,27,11,364,2472.42,0.39488,23334,0.0155446,-1
EVAL,27,12,87,10605.5,0.09376,0,0,-1
EVAL,27,13,1161,886.826,1.05616,52387,0.0566299,-1
EVAL,27,14,397,2593.93,0.3768,28835,0.022146,-1
EVAL,27,15,116,8306.8,0.11952,0,0,-1
EVAL,27,16,162,4904.26,0.20144,0,0,-1
EVAL,27,17,64,12075.9,0.0824,0,0,-1
EVAL,27,18,1165,717.46,1.28624,52422,0.0564798,-1
EVAL,27,19,4045,507.872,1.76096,48931,0.00728322,-1
EVAL,27,20,64,14144.5,0.0704,0,0,-1
EVAL,27,21,118,8025.38,0.12368,0,0,-1
EVAL,27,22,1256,824.267,1.13088,52311,0.0528754,-1
EVAL,27,23,3797,431.777,2.03344,49121,0.00826348,-1
EVAL,27,24,345,2903.49,0.33744,20069,0.0118819,-1
EVAL,27,25,64,11303.6,0.088,0,0,-1
EVAL,27,26,517,1787.47,0.54128,42835,0.0437368,-1
EVAL,27,27,205,4081.82,0.24144,0,0,-1
EVAL,27,28,64,12075.9,0.0824,0,0,-1
EVAL,27,29,756,1113.93,0.85184,51768,0.0633325,-1
EVAL,27,30,276,2943.36,0.33296,8262,0.00164404,-1
EVAL,27,31,64,9988.23,0.09952,0,0,-1
FRONT,27,0,229,4417.08,0.22336,0,0,0
FRONT,27,1,1267,793.825,1.1712,52343,0.0524615,0
FRONT,27,2,808,1342.6,0.71296,52204,0.0642245,0
FRONT,27,3,1019,1023.94,0.92256,52661,0.0614784,0
FRONT,27,4,146,7107.43,0.13952,0,0,0
FRONT,27,5,1090,713.706,1.29248,52531,0.0592405,0
FRONT,27,6,82,11710.2,0.08496,0,0,0
FRONT,27,7,142,6838.45,0.14496,0,0,0
FRONT,27,8,446,2282.58,0.42688,35591,0.031729,0
